,text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,agreement_is_noise_or_spam_text,agreement_related_to_election_2024,agreement_toxicity,agreement_polarized,agreement_profanity_obscenity,agreement_threat_incitement_to_violence,agreement_insults,agreement_identity_attack,agreement_sexually_explicit,cleaned_text
24079,4-1567,"['21', '26', '22']","@yozariam @PolaRize_G Sumpah? Wah gila sih. Lu dan otak lu yg terlalu kotor, sukanya ngerusak anak orang ni pasti. Pasti lu jg ga terima kalo dibilang jelek kan, kok bisa bisanya ngomong gitu. Kesel bgt🤬",,Disabilitas,0,0,1,0,1,0,1,0,0,True,True,False,True,False,True,False,True,True,"@yozariam @PolaRize_G Sumpah? Wah gila sih. Lu dan otak lu yang terlalu kotor, sukanya merusak anak orang ini pasti. Pasti lu juga tidak terima kalau dibilang jelek kan, kok bisa bisanya ngomong gitu. Kesel banget 🤬"
24080,4-1568,"['21', '26', '22']",KPU HILANGKAN DEBAT UNTUK CAWAPRES DI PILPRES 2024,"“Puncak dagelan pemilik kekuasaan besar negara. Demokrasi dibikin hancur sama dirinya. #PrabowoHausKekuasaan #PrabowoCapresAbadi #PrabowoGibranTakutDebat

KPU Hilangkan Debat Khusus Cawapres, Berikut Sejumlah Alasannya
DEMI MENGEMBAN MISI PENYELAMATAN GIBRAN
WARGANET: ATUR AJA SELAGI MASIH BERKUASA”",UNKNOWN,0,1,1,0,0,0,1,0,0,True,True,False,False,True,True,False,True,True,KPU hilangkan debat untuk calon wakil presiden di pilpres 2024.
24095,4-1581,"['21', '26', '22']","@codelaper2828 @Greschinov Perlu digaris bawahi di negara zionist yang mereka sebut israel bukan hanya terdapat umat yahudi,juga ada mereka yang beragam kristen bahkan islam. Ini bukan semata"" persoalan agama.ini masalah penjajahan,perebutan hak.dan yang terpenting GENOSIDA.",,"Kristen, Jewish",0,0,1,0,0,0,0,1,0,True,True,False,False,True,True,True,False,True,"@codelaper2828 @Greschinov Perlu digarisbawahi di negara Zionis yang mereka sebut Israel, bukan hanya terdapat umat Yahudi, juga ada yang beragam Kristen bahkan Islam. Ini bukan semata persoalan agama. Ini masalah penjajahan, perebutan hak, dan yang terpenting GENOTSI."
24103,4-1589,"['21', '18', '26', '22']",@Greschinov Drop link akun abang israel ini donk! Pen gue semprottt pake mobil tinja.. 😂😂😂,,Jewish,0,0,1,0,0,0,0,1,0,True,True,True,False,False,False,True,False,True,@Greschinov Drop link akun abang Israel ini donk! Pen gue semprot pakai mobil tinja.. 😂😂😂
24140,4-1621,"['21', '26', '22']","@Arifin88544640 @gus_muslih @JokoPintar2 @prabowo @gibran_tweet Bodo amat sih klo saya soal gelar habib , yang penting ga bawa kebencian atau sara. Paling ga demen gw klo habib model habib yang omonganya kasar dan gila hormat😀",,Disabilitas,0,0,1,0,0,0,0,1,0,True,True,False,True,True,True,True,False,True,"@Arifin88544640 @gus_muslih @JokoPintar2 @prabowo @gibran_tweet Bodo amat sih klo saya soal gelar habib , yang penting ga bawa kebencian atau sara. Paling ga demen gw klo habib model habib yang omonganya kasar dan gila hormat😀"
24144,4-1625,"['21', '18', '26', '22']",Kalau orang islam jelas nyembah Allah ...bahkan 5 waktu sehari yang wajib .. Orang kristen kok saya nggak pernah dengar mereka nyembah yesus ... mungkin semingu sekali ya digereja ..tapi kayaknya bukan kegiatan menyembah ... hanya kayak solawatan dan pengajian,,Kristen,0,0,1,0,0,0,0,1,0,True,True,True,False,True,True,False,True,True,"KalauOrangIslam jelas nyembah Allah, bahkan 5 waktu sehari yang wajib. OrangKristen kok saya nggak pernah dengar mereka nyembah Yesus, mungkin seminggu sekali ya di gereja, tapi kayaknya bukan kegiatan menyembah, hanya kayak solawat dan pengajian"
24164,4-1643,"['21', '26', '22']","WAH GILA MANTAP 01 GOKS, iya laah gandeng cawapres secara tidak bermoral aja ya apa namanya kalau tidak beretika?",,Disabilitas,0,1,1,1,0,0,1,0,0,True,True,False,False,True,True,False,True,True,"WAH GILA MANTAP 01 GOKS, iya laah gandeng cawapres secara tidak bermoral aja ya apa namanya kalau tidak beretika?"
24165,4-1644,"['21', '18', '26', '22']","@ferizandra Kasian sama ferizandra, mikirnya hidup cuman didunia kali ya jadi nyebar nyebar fitnah. Rela bgt mengorbankan surga untuk masuk neraka jalur fitnah. Bionya anti komunis syiah tapi pake jalur fitnah.",,Syiah,0,0,1,0,0,0,0,1,0,True,True,True,False,True,True,False,True,True,"Kasian sama Ferizandra, mikirnya hidup cuma di dunia kali ya jadi nyebar-nyebar fitnah. Rela banget mengorbankan surga untuk masuk neraka lewat fitnah. Bionya anti komunis Syiah tapi pakai jalur fitnah."
24170,4-1649,"['21', '26', '22']","@BBCIndonesia @pssirungkat Keberhasilan diplomasi Zionis Israel pesek di negeri ini kpd elit penguasa. Genderang jihad Julid fisabilillah & boikot kpd produk yg terafiliasi membantu Zionis Israel scr langsung maupun support hrus mkin gencar lgi dilakukan rkyt Indonesia, rkyt Indonesia bersama Palestina🤲",,Jewish,0,0,1,0,0,0,0,1,0,True,True,True,False,True,True,False,True,True,"@BBCIndonesia @pssirungkat Keberhasilan diplomasi Zionis Israel pesek di negeri ini kepada elit penguasa. Genderang jihad Julid fisabilillah & boikot kepada produk yang terafiliasi membantu Zionis Israel secara langsung maupun support harus makin gencar lagi dilakukan rekayasa Indonesia, rekayasa Indonesia bersama Palestina🤲"
24174,4-1652,"['21', '26', '22']","Pendapat luh yg salah besar.. Orang israel sendiri yg punya tuhan yahweh. Elohim 98% anti yesus kristus , kristen hanya 2%. Yesus tuhan kagak laku...pikir pir...",,"Kristen, Jewish",0,0,1,0,0,0,0,1,0,True,True,False,True,True,True,True,False,True,"Pendapat lu yang salah besar. Orang Israel sendiri yang punya Tuhan Yahweh. Elohim 98% anti Yesus Kristus, Kristen hanya 2%. Yesus Tuhan tidak laku... pikir pir"
24179,4-1657,"['21', '26', '22']","Ajaran kasih dalam kristen hanyalah tipu2 pihak gereja setelah bible di revisi pada abad ke 20 .. Sebelumnya kristen hanyalah ajaran penjajahan yg di bawa o'leh kaum penjajah eropa dengan membatai manusia,merapok kekayaan alam bangsa2 hampir di seluruh dunia .",,Kristen,0,0,1,0,0,0,1,1,0,True,True,False,True,True,True,False,False,True,"Ajaran kasih dalam kristen hanyalah tipu2 pihak gereja setelah bible di revisi pada abad ke 20 .. Sebelumnya kristen hanyalah ajaran penjajahan yg di bawa o'leh kaum penjajah eropa dengan membatai manusia,merapok kekayaan alam bangsa2 hampir di seluruh dunia ."
24188,4-1665,"['21', '18', '26', '22']","@txtdrimedia kedatangan ribuan buruh kasar dari cina diam, kedatangan korban kemanusiaan bringas amat... cuma karena satu dua kejadian yg di goreng akun akun seperti ini.",,Tionghoa,0,0,1,1,0,0,0,1,0,True,True,True,False,True,True,False,True,True,"@txtdrimedia kedatangan ribuan buruh kasar dari Cina diam, kedatangan korban kemanusiaan bringas amat... cuma karena satu dua kejadian yang digoreng akun-akun seperti ini."
24253,4-1723,"['21', '26', '22']",Pernah liat vidio surganya kristen lucu malah main perang perangan udah gitu tuhanya ikut perang lawan naga kaya film indosiar dulu wkwk,,Kristen,0,0,1,0,0,0,0,0,0,True,True,False,True,True,True,False,False,True,Pernah liat vidio surganya kristen lucu malah main perang perangan udah gitu tuhanya ikut perang lawan naga kaya film indosiar dulu wkwk
24261,4-1730,"['21', '26', '22']","itu Yahudi Asli, ada noh pengakuan 12 Muallaf dan 1 yg pindah ke Katolik (mereka semua tdk di israel lagi, sementara 2 orang jadi WN palestina (muslim israel), kalau Zionisme ada dalam Talmud, carilah link2 Jews convert, keturunan dari ibunya malah 😂",,"Kristen, Jewish",0,0,1,0,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"itu Yahudi Asli, ada noh pengakuan 12 Muallaf dan 1 yg pindah ke Katolik (mereka semua tdk di israel lagi, sementara 2 orang jadi WN palestina (muslim israel), kalau Zionisme ada dalam Talmud, carilah link2 Jews convert, keturunan dari ibunya malah 😂"
24262,4-1731,"['21', '26', '22']",Imigran Rohingnyook Masyarakat Kesal BAB sembarangan #vidiohanyalahhiburan #vidioviralterbaru #Trending #baru #vidiotrending #viral #virals #Fyp #Vidio,,Rohingya,0,0,1,0,0,0,1,1,0,True,True,False,False,True,True,False,False,True,Imigran Rohingya Masyarakat Kesal BAB sembarangan #videohanyalahhiburan #videoviralterbaru #Trending #baru #videotrending #viral #virals #Fyp #Video
24268,4-1737,"['21', '26', '22']",@MOSSADil Setanyahu jancukkk!!,,Jewish,0,0,1,0,1,0,0,0,0,True,True,True,True,False,True,False,False,True,@MOSSADil Setanyahu jancukkk!!
24279,4-1747,"['21', '18', '26', '22']",@convomf bangsatt ini Rohingya 🖕🏻,,Rohingya,0,0,1,0,0,0,1,0,0,True,True,True,False,False,True,False,False,True,@convomf bangsatt ini Rohingya 🖕🏻
24311,4-1776,"['21', '18', '26', '22']",Mau Tanya Ayat berapa di al koran yang memerintahkan Umat nya Minta² di jalan Untuk Bangun Mesjid ?? Soalnya kalau umat kristen gak perlu² Minta Sudah Kaya .,,Kristen,0,0,1,0,0,0,0,1,0,True,True,True,False,True,True,False,False,True,"Mau tanya ayat berapa di Alquran yang memerintahkan umatnya minta‑minta di jalan untuk bangun mesjid? Soalnya kalau umat Kristen gak perlu‑perlu minta, sudah kaya."
24331,4-1794,"['21', '26', '22']","@KompasTV Paling gampang ya lupa, gak tahu, atau pura2 gila",,Disabilitas,0,0,1,0,0,0,1,0,0,True,True,False,True,True,True,False,True,True,"@KompasTV Paling gampang ya lupa, gak tahu, atau pura2 gila"
24350,4-1810,['21'],"Rohingya imigran gelap, bukan pengungsi. 😡 Rohingya imigran gelap, bukan pengungsi. 😡",,Rohingya,0,0,1,1,0,0,1,1,0,True,True,True,True,True,True,True,True,True,"Rohingya imigran gelap, bukan pengungsi. 😡 Rohingya imigran gelap, bukan pengungsi. 😡"
24358,4-1818,"['21', '26', '22']",@FeriSuryaSugia1 Islam yg mana? Iran mayoritas syiah disitulah harkat dan martabat wanita dipertaruhkan.,,Syiah,0,0,1,0,0,0,0,1,0,True,True,True,True,True,True,True,True,True,@FeriSuryaSugia1 Islam yg mana? Iran mayoritas syiah disitulah harkat dan martabat wanita dipertaruhkan.
24371,4-183,"['19', '18']","@Israel wkwkkw hueek, cuiih israel is different, evil shame see you all israel",,Jewish,0,0,1,1,0,0,1,0,0,True,False,True,True,False,True,True,True,True,"@Israel wkwkkw hueek, cuiih israel is different, evil shame see you all israel"
24381,4-1839,"['21', '18', '26', '22']","@tanyakanrl Yg ini Pendeta murtad in, ada juga namanya Bu Dewi dari keluarga Kristen yg taat sering murtad in ustad eh malah login, Alhamdulillah. Kisahnya banyak di yt.",,Kristen,0,0,1,0,0,0,0,1,0,True,True,True,False,True,True,False,True,True,"@tanyakanrl Yg ini Pendeta murtad in, ada juga namanya Bu Dewi dari keluarga Kristen yg taat sering murtad in ustad eh malah login, Alhamdulillah. Kisahnya banyak di yt."
24394,4-1850,"['21', '18', '26', '22']","Naik krl malem2 bukan perkara takut virus, tp takut diintilin maho lagi sampe lapor security 😵‍💫 emg harus musnahkan lgbt ini",,LGBTQ+,0,0,1,0,0,0,0,1,0,True,True,True,True,True,False,False,False,True,"Naik krl malem2 bukan perkara takut virus, tp takut diintilin maho lagi sampe lapor security 😵‍💫 emg harus musnahkan lgbt ini"
24400,4-1856,"['21', '26', '22']",Aksi boikot produk pro Israel berdampak pada lesunya bisnis McDonald's. Bos McDonald's mengungkapkan dampak dari aksi boikot ini.,,Jewish,0,0,1,1,0,0,0,1,0,True,True,False,False,False,True,True,False,True,Aksi boikot produk pro-Israel berdampak pada lesunya bisnis McDonald's. Bos McDonald's mengungkapkan dampak dari aksi boikot ini.
24407,4-1862,"['21', '18', '26', '22']",@ottttoedy @Paltiwest @prabowo @Gerindra AL cina masuk natuna diem Jadi menhan 😁😁😁,,Tionghoa,0,0,1,0,0,0,0,0,0,True,False,False,False,True,True,False,False,True,@ottttoedy @Paltiwest @prabowo @Gerindra AL cina masuk natuna diem Jadi menhan 😁😁😁
24410,4-1865,"['21', '18', '26', '22']","@sosmedkeras Mau orang dari negara manapun, minimal tau adab lah anjing sama pakek otaknya lu ngungsi lu udah nyusahin negara orang malah kek gitu anj, usir aja pengungsi yang ngerusak itu kalau yang lain tampung kalah mereka bisa menghargai dan sadar diri.",,Rohingya,0,0,1,0,1,0,0,1,0,True,True,False,False,False,True,True,False,True,"@sosmedkeras Mau orang dari negara manapun, minimal tau adab lah anjing sama pakek otaknya lu ngungsi lu udah nyusahin negara orang malah kek gitu anj, usir aja pengungsi yang ngerusak itu kalau yang lain tampung kalah mereka bisa menghargai dan sadar diri."
24432,4-1885,"['21', '18']",MAHFUD MD PIMPIN MENTERI MUNDUR KARENA MUAK DENGAN JOKOWI,"PIMPIN LANGSUNG MENTERI !! Lautan manusia kembali selamatkan Anies dari rezim tak berotak

15 MENTERI MUNDUR DEMI ANIES
MUAK DENGAN JOKOWI MAHFUD PIMPIN MENTERI MUNDUR",UNKNOWN,0,1,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,MAHFUD MD PIMPIN MENTERI MUNDUR KARENA MUAK DENGAN JOKOWI
24450,1900-04-01 00:00:00,"['21', '26', '22']",Oten menghalalkan lgbt penyuka sesama jenis bahkan mereka punya kitabnya hoekkk jijik amat🤣,,LGBTQ+,0,0,1,0,0,0,0,1,0,True,True,False,True,True,True,True,False,True,"Orang menghalalkan LGBT, penyuka sesama jenis bahkan mereka punya kitabnya, hoekkk, jijik amat 🤣"
24458,1908-04-01 00:00:00,"['21', '26', '22']",HEZBOLLAH BASMI SEGEROMBOLAN TENTARA PENJAJAH ZIONIS ... LUAR BIASA SYIAH LEBANON !! @Aceh @DikinKindi @Naz_lira @beritaaceh @AcehInfo @Mdy_Asmara1701 @Yurissa_Samosir @wisataacehID @AbumuidAmg @AsFairus @acehkini @dekgam46 @neynyak31589 @CutSarina5 @serambinews… https://t.co/znIyUYIXCL,,"Syiah, Jewish",0,0,1,0,0,0,0,1,0,True,True,True,True,True,True,False,False,True,HEZBOLLAH BASMI SEGEROMBOLAN TENTARA PENJAJAH ZIONIS ... LUAR BIASA SYIAH LEBANON !! @Aceh @DikinKindi @Naz_lira @beritaaceh @AcehInfo @Mdy_Asmara1701 @Yurissa_Samosir @wisataacehID @AbumuidAmg @AsFairus @acehkini @dekgam46 @neynyak31589 @CutSarina5 @serambinews… https://t.co/znIyUYIXCL
24464,1913-04-01 00:00:00,"['21', '26', '22']",Ketika banyak yang muallaf Umat kristen kehabisan pengikut banyak gereja dijual dan beralih fungsi karena bangkrut Sekarang mereka sedang merekrut orang Dengan cara memurtadkan orang muslim agar keluar dari islam Makanya mereka berusaha memasukan ajaran trinitas dan menyetarakan kedudukan isa as dalam quran dengan Allah Agar umat muslim terpedaya🤭🤭🤭,,Kristen,0,0,1,0,0,0,0,1,0,True,True,False,False,True,True,True,False,True,"Ketika banyak yang muallaf umat Kristen kehabisan pengikut, banyak gereja dijual dan beralih fungsi karena bangkrut. Sekarang mereka sedang merekrut orang dengan cara memurtadkan orang Muslim agar keluar dari Islam. Makanya mereka berusaha memasukkan ajaran Trinitas dan menyetarakan kedudukan Isa AS dalam Quran dengan Allah agar umat Muslim terpedaya 🤭🤭🤭"
24475,1923-04-01 00:00:00,"['21', '18']",SYIAH LUCK NUT,,Syiah,0,0,1,0,0,0,0,1,0,True,True,True,False,False,True,False,True,True,SYIAH LUCK NUT
24492,1939-04-01 00:00:00,"['21', '18', '26', '22']",Padang Pelit FREE - Bengkulu Semua Orang Padang terlalu Pelit minta ampun dan Kejam tergalau sama cak orang Lintang gay mati masuk neraka,,LGBTQ+,0,0,1,0,0,0,1,1,0,True,True,True,False,True,True,False,True,True,Padang Pelit FREE - Bengkulu Semua Orang Padang terlalu Pelit minta ampun dan Kejam tergalau sama cak orang Lintang gay mati masuk neraka
24495,1941-04-01 00:00:00,"['21', '26', '22']","Orang-orang yang heran ini gagal melihat bahwa pembebasan hak-hak hidup orang LGBTQ+ sejalan dengan pembebasan segala opresi yang terjadi di dunia, termasuk rakyat Palestina yang dibombardir dan digenosida militer Israel. #nopridewithgenocide",,Jewish,0,0,1,0,0,0,0,1,0,True,True,True,False,True,True,True,True,True,"Orang-orang yang heran ini gagal melihat bahwa pembebasan hak-hak hidup orang LGBTQ+ sejalan dengan pembebasan segala opresi yang terjadi di dunia, termasuk rakyat Palestina yang dibombardir dan digenosida militer Israel. #nopridewithgenocide"
24499,1945-04-01 00:00:00,"['21', '26', '22']","@Mooncalfdung @yellowchoco19 ""yang kemarin aku post ga begitu salah karena di taun 2017 ternyata ya unhcr ini emang pernah ada campur tangannya"" UNCHR campur tangan di 2017 krn mereka stateless, tapi UNHCR ga minta pulau kosong untuk Rohingya kek hoax yg kamu bikin. kamu sebar hoax dan DENIAL? gws deh",,Rohingya,0,0,1,0,0,0,0,0,0,True,True,False,True,True,True,False,False,True,"@Mooncalfdung @yellowchoco19 ""Yang kemarin aku post gak begitu salah karena di tahun 2017 ternyata ya UNHCR ini memang pernah ada campur tangannya"" UNHCR campur tangan di 2017 karena mereka stateless, tapi UNHCR gak minta pulau kosong untuk Rohingya seperti hoax yang kamu bikin. Kamu sebar hoax dan denial? Gws deh"
24503,1949-04-01 00:00:00,"['21', '18', '26', '22']","Hoammmm ternyata badut bodoh ini, fekok bin bodoh altololi, si pecinta bokong lgbt Eric jablay, nyali nya tak sekuat tempe.. Mau ikut komentar, eh komentar nya di nonaktifkan... Lagi sibuk banget nge badut kali fekok bin bodoh altololi satu ini",,LGBTQ+,0,0,1,0,0,0,0,1,0,True,True,True,True,False,True,False,False,False,"Hoam ternyata badut bodoh ini, fekok bin bodoh altololi, si pecinta bokong LGBT Eric Jablay, nyalinya tak sekuat tempe. Mau ikut komentar, eh komentarnya dinonaktifkan... Lagi sibuk banget ngedabadut kali fekok bin bodoh altololi satu ini"
24529,1972-04-01 00:00:00,"['21', '26', '22']","@BlacPitt2 @numpangnyeletuk Nanti setelah zionis asli modar, zionis pesek belakang toh sekarang saja sedang diludahi zionis asli",,Jewish,0,0,1,1,0,0,0,1,0,True,True,False,False,True,True,True,False,True,"@BlacPitt2 @numpangnyeletuk Nanti setelah zionis asli modar, zionis pesek belakang toh sekarang saja sedang diludahi zionis asli"
24550,1991-04-01 00:00:00,"['21', '26', '22']","Semoga NU bisa MLB untuk membersihkan struktural NU dari antek2 yahudi, pki dan syiah yg bersembunyi disana",,"Syiah, Jewish",0,0,1,0,0,0,0,1,0,True,True,False,True,True,True,True,False,True,"Semoga NU bisa MLB untuk membersihkan struktural NU dari antek‑antek Yahudi, PKI dan Syiah yang bersembunyi di sana"
24553,1994-04-01 00:00:00,"['21', '18', '26', '22']",lo bisa sebenci itu sm chinese? tapi islam ngajarin belajarlah sampai ke negeri Cina kan ya?,,Tionghoa,0,0,1,0,0,0,0,1,0,True,True,False,True,True,True,True,False,True,lo bisa sebenci itu sm chinese? tapi islam ngajarin belajarlah sampai ke negeri Cina kan ya?
24554,1995-04-01 00:00:00,"['21', '18', '26', '22']","🇮🇩 AKSI BELA PALESTINA 🇵🇸

FREE PALESTINE! Dukungan yang tak henti-hentinya dari masyarakat Indonesia untuk menyuarakan kemerdekaan Palestina. Teaterikal yang telah ditampilkan menunjukkan kebiadaban tentara zionis Israel yang telah membunuh wanita-wanita dan bayi-bayi tak bersalah dan Memprotes keras Amerika Serikat atas dukungan penuh, baik dana maupun militer, terhadap kejahatan perang dan genosida yang dilakukan oleh Israel.

Follow 
Instagram : @majelisormasislam

#StopGenosida 
#CeasefireNow 🇮🇩 AKSI BELA PALESTINA 🇵🇸

FREE PALESTINE! Dukungan yang tak henti-hentinya dari masyarakat Indonesia untuk menyuarakan kemerdekaan Palestina. Teaterikal yang telah ditampilkan menunjukkan kebiadaban tentara zionis Israel yang telah membunuh wanita-wanita dan bayi-bayi tak bersalah dan Memprotes keras Amerika Serikat atas dukungan penuh, baik dana maupun militer, terhadap kejahatan perang dan genosida yang dilakukan oleh Israel.

Follow 
Instagram : @majelisormasislam

#StopGenosida 
#CeasefireNow",,Jewish,0,0,1,1,0,0,0,1,0,True,True,True,False,True,True,False,False,True,"🇮🇩 AKSI BELA PALESTINA 🇵🇸

FREE PALESTINE! Dukungan yang tak henti-hentinya dari masyarakat Indonesia untuk menyuarakan kemerdekaan Palestina. Teaterikal yang telah ditampilkan menunjukkan kebiadaban tentara zionis Israel yang telah membunuh wanita-wanita dan bayi-bayi tak bersalah dan Memprotes keras Amerika Serikat atas dukungan penuh, baik dana maupun militer, terhadap kejahatan perang dan genosida yang dilakukan oleh Israel.

Follow 
Instagram : @majelisormasislam

#StopGenosida 
#CeasefireNow 🇮🇩 AKSI BELA PALESTINA 🇵🇸

FREE PALESTINE! Dukungan yang tak henti-hentinya dari masyarakat Indonesia untuk menyuarakan kemerdekaan Palestina. Teaterikal yang telah ditampilkan menunjukkan kebiadaban tentara zionis Israel yang telah membunuh wanita-wanita dan bayi-bayi tak bersalah dan Memprotes keras Amerika Serikat atas dukungan penuh, baik dana maupun militer, terhadap kejahatan perang dan genosida yang dilakukan oleh Israel.

Follow 
Instagram : @majelisormasislam

#StopGenosida 
#CeasefireNow"
24559,2026-04-02 00:00:00,['19'],"@yo2thok babi2 zionis makin hari makan kalah telak , biarpun di bantu as,inggris dan jerman..tentara nat0 bAncI lgbt 🤣😂",,"LGBTQ+, Jewish",0,0,1,1,1,0,1,0,0,True,True,True,True,True,True,True,True,True,"@yo2thok babi2 zionis makin hari makan kalah telak , biarpun di bantu as,inggris dan jerman..tentara nat0 bAncI lgbt 🤣😂"
24568,2006-04-01 00:00:00,['20'],"Rakyat tak nyaman, sebab penyelundup belagak pengungsi ""seiman"" menyerbu.☝😫",,Rohingya,0,0,1,1,0,0,1,0,0,True,True,True,True,True,True,True,True,True,"Rakyat tak nyaman, sebab penyelundup belagak pengungsi ""seiman"" menyerbu.☝😫"
24577,2014-04-01 00:00:00,"['20', '18']","@Ormarsh_Putih @joaydwj Prioritas kan warga Indonesia dulu, terutama orang aceh,banyak orang aceh yang hidup nya masih susah, masalah nya adalah kecemburuan sosial, di tvone beredar makanan rohingya sehari-hari yang jauh lebih mewah Dari orang miskin Indonesia, eh mereka banyak yang kabur dr camp",,Rohingya,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"@Ormarsh_Putih @joaydwj Prioritas kan warga Indonesia dulu, terutama orang aceh,banyak orang aceh yang hidup nya masih susah, masalah nya adalah kecemburuan sosial, di tvone beredar makanan rohingya sehari-hari yang jauh lebih mewah Dari orang miskin Indonesia, eh mereka banyak yang kabur dr camp"
24579,2016-04-01 00:00:00,"['20', '18', '23', '31']",@Naurafayruzya @HananyaNaftali Gas keun 🐕🐕🐕 Zionis bakar rame rame.,,Jewish,0,0,1,0,0,1,0,0,0,True,True,False,False,True,False,True,False,True,@Naurafayruzya @HananyaNaftali Gas keun 🐕🐕🐕 Zionis bakar rame rame.
24581,2018-04-01 00:00:00,"['20', '18']","Di dlm diri setiap keledai bahlul bidah cs ada kecenderungan LGBT & sexual predator yg sgt tinggi, perhatiin aja & jauhi !",,LGBTQ+,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,False,True,True,"Di dlm diri setiap keledai bahlul bidah cs ada kecenderungan LGBT & sexual predator yg sgt tinggi, perhatiin aja & jauhi !"
24589,2025-04-01 00:00:00,['20'],"@hidranamex @fotodakwah @SoftWarNews Dikit dikit suka nuduh wahabi pada yang tidak sefaham,dasar syiah",,Syiah,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"@hidranamex @fotodakwah @SoftWarNews Dikit dikit suka nuduh wahabi pada yang tidak sefaham,dasar syiah"
24597,2032-04-01 00:00:00,['20'],"@aestylla @sebutir_baja @tanyakanrl Iya memang ada oknum seperti itu, makanya pemerintah setempat harus tegas, klo perlu dibina, krna penduduk rohingya minim pendidikan",,Rohingya,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"@aestylla @sebutir_baja @tanyakanrl Iya memang ada oknum seperti itu, makanya pemerintah setempat harus tegas, klo perlu dibina, krna penduduk rohingya minim pendidikan"
24612,2046-04-01 00:00:00,['20'],Surya Paloh Menyesal Dukung Anies Sebagai Capres,"Anies gak ada Prestasinya . . . SURYA PALOH nyesel Seumur Hidup Sudah Mendeklarasikan ANIES BASWEDAN Sebagai CAPRES Dari Partai NASDEM – Seorang Ahmad Dhani Aja Tau Kalau ANIES BASWEDAN itu Cuma Bisanya Pencitraan Aja, Sedangkan Prestasi Aja Ga Ada",UNKNOWN,0,1,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Surya Paloh Menyesal Dukung Anies Sebagai Capres
24613,2047-04-01 00:00:00,['20'],MAHFUD MD LAPORKAN GIBRAN KE KPU KARENA TERINDIKASI GUNAKAN ALAT DAN TRIK LICIK SAAT DEBAT,"“wow, samsul akan dilaporkan…!
PANIK!!! BREAKING NEWS! MAHFUD AKAN LAPORKAN GIBRAN KE KPU
GIBRAN TERINDIKASI PAKAI ALAT DAN TRIK LICIK SAAT DEBAT”",UNKNOWN,0,1,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,MAHFUD MD LAPORKAN GIBRAN KE KPU KARENA TERINDIKASI GUNAKAN ALAT DAN TRIK LICIK SAAT DEBAT
24617,2050-04-01 00:00:00,['20'],Anjing dah cina emg nyebar penyakit mulu,,Tionghoa,0,0,1,1,0,0,0,0,0,True,True,True,True,True,True,True,True,True,Anjing dah cina emg nyebar penyakit mulu
24635,2067-04-01 00:00:00,"['20', '23', '31']",Bayangkan....... Ketika kalian pulang ke rumah Ada bendera kuning Merah Biru Hijau Rumah kalian markas lgbtq+,,UNKNOWN,0,0,1,0,0,0,0,0,0,True,True,False,False,True,True,False,False,False,"Bayangkan... ketika kalian pulang ke rumah ada bendera kuning, merah, biru, hijau; rumah kalian markas LGBTQ+."
24650,2080-04-01 00:00:00,['20'],Hmm.. keyakinan mencontoh.. kebencian dari setan iblis.. dari Tuhan pasti mengasihi sesama manusia.. dari setan iblis pembunuh manusia.. sesama mencontoh saja saling BUNUH.. karena beda aliran sunni dan syiah dan Isis dan banyak lagi,,Syiah,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Hmm.. keyakinan mencontoh.. kebencian dari setan iblis.. dari Tuhan pasti mengasihi sesama manusia.. dari setan iblis pembunuh manusia.. sesama mencontoh saja saling BUNUH.. karena beda aliran sunni dan syiah dan Isis dan banyak lagi
24680,2107-04-01 00:00:00,['20'],@jokoanwar Mohon maaf bang @jokoanwar. Saya udah nonton bareng ponakan saya. Ini filmnya kok child LGBTQ+ gini ya? Apakah sekiranya sesuai dengan budaya ketimuran kita?,,UNKNOWN,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,@jokoanwar Mohon maaf bang @jokoanwar. Saya udah nonton bareng ponakan saya. Ini filmnya kok child LGBTQ+ gini ya? Apakah sekiranya sesuai dengan budaya ketimuran kita?
24691,2117-04-01 00:00:00,['20'],"@awank2017 kristen adalah agama paling Hancur sepanjang peradaban manusia, karena dewa Jesus di anggap Tuhan, tidak lebih baik dari Budha,,,, walapun punya banyak dewa, tapi tidak menuhankan Dewa dewa itu .....",,Kristen,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"@awank2017 kristen adalah agama paling Hancur sepanjang peradaban manusia, karena dewa Jesus di anggap Tuhan, tidak lebih baik dari Budha,,,, walapun punya banyak dewa, tapi tidak menuhankan Dewa dewa itu ....."
